monomer_ID,smiles,mol_weight_monomer,atomic_weight_mean,vdw_volume_monomer,qm_total_energy_monomer,qm_homo_monomer,qm_lumo_monomer,qm_dipole_monomer,qm_dipole_x_monomer,qm_dipole_y_monomer,qm_dipole_z_monomer,qm_polarizability_monomer,qm_polarizability_xx_monomer,qm_polarizability_yy_monomer,qm_polarizability_zz_monomer,qm_polarizability_xy_monomer,qm_polarizability_xz_monomer,qm_polarizability_yz_monomer,temp,press,tacticity,DP,n_mol,n_atom_mean,Mn,density,density_min,density_max,density_std,density_count,Rg,Rg_min,Rg_max,Rg_std,Rg_count,r2,r2_min,r2_max,r2_std,r2_count,self-diffusion,self-diffusion_min,self-diffusion_max,self-diffusion_std,self-diffusion_count,Cp,Cp_min,Cp_max,Cp_std,Cp_count,Cv,Cv_min,Cv_max,Cv_std,Cv_count,compressibility,compressibility_min,compressibility_max,compressibility_std,compressibility_count,bulk_modulus,bulk_modulus_min,bulk_modulus_max,bulk_modulus_std,bulk_modulus_count,isentropic_compressibility,isentropic_compressibility_min,isentropic_compressibility_max,isentropic_compressibility_std,isentropic_compressibility_count,isentropic_bulk_modulus,isentropic_bulk_modulus_min,isentropic_bulk_modulus_max,isentropic_bulk_modulus_std,isentropic_bulk_modulus_count,volume_expansion,volume_expansion_min,volume_expansion_max,volume_expansion_std,volume_expansion_count,linear_expansion,linear_expansion_min,linear_expansion_max,linear_expansion_std,linear_expansion_count,static_dielectric_const,static_dielectric_const_min,static_dielectric_const_max,static_dielectric_const_std,static_dielectric_const_count,dielectric_const_dc,dielectric_const_dc_min,dielectric_const_dc_max,dielectric_const_dc_std,dielectric_const_dc_count,nematic_order_parameter,nematic_order_parameter_min,nematic_order_parameter_max,nematic_order_parameter_std,nematic_order_parameter_count,refractive_index,refractive_index_min,refractive_index_max,refractive_index_std,refractive_index_count,thermal_conductivity,thermal_conductivity_min,thermal_conductivity_max,thermal_conductivity_std,thermal_conductivity_count,thermal_diffusivity,thermal_diffusivity_min,thermal_diffusivity_max,thermal_diffusivity_std,thermal_diffusivity_count,TC_ke,TC_ke_min,TC_ke_max,TC_ke_std,TC_ke_count,TC_pe,TC_pe_min,TC_pe_max,TC_pe_std,TC_pe_count,TC_pair,TC_pair_min,TC_pair_max,TC_pair_std,TC_pair_count,TC_bond,TC_bond_min,TC_bond_max,TC_bond_std,TC_bond_count,TC_angle,TC_angle_min,TC_angle_max,TC_angle_std,TC_angle_count,TC_dihed,TC_dihed_min,TC_dihed_max,TC_dihed_std,TC_dihed_count,TC_improper,TC_improper_min,TC_improper_max,TC_improper_std,TC_improper_count,TC_kspace,TC_kspace_min,TC_kspace_max,TC_kspace_std,TC_kspace_count,polymer_class
PI17,*C(CCC*)(C)C,84.162,4.675666667,112.168,-622769.5043,-11.04139144,2.980824468,0.120230996,-0.001664641,0.009178071,0.119868613,11.14084181,12.5904337,10.71332808,10.11876366,-0.063557834,0.49392169,0.339243105,300,1,none,55,10,998,4658.98,0.829420011,0.824045619,0.83409784,0.003888566,5,18.33164508,17.30307537,19.45937961,0.855880677,5,18.64411585,14.27190336,28.32270421,5.695173007,5,5.79E-13,4.56E-13,8.13E-13,1.45E-13,5,4450.846808,4305.600547,4674.126507,153.2659984,5,4354.368612,4196.481421,4571.588457,147.7331966,5,3.01E-10,2.89E-10,3.20E-10,1.13E-11,5,3327693368,3126335704,3459541628,122025080.8,5,2.94E-10,2.84E-10,3.10E-10,9.58E-12,5,3400868702,3224961502,3519419157,108243394.8,5,0.000279797,0.000219774,0.000347017,5.03E-05,5,9.33E-05,7.33E-05,0.000115672,1.68E-05,5,1.03050149,1.027143299,1.033700828,0.002440518,5,2.179656321,2.16852074,2.189866979,0.008655165,5,0.019198561,0.012871192,0.027979452,0.005856541,5,1.46599784,1.462488052,1.46905654,0.002540967,5,0.26184049,0.244169055,0.285401979,0.015503004,5,7.10E-08,6.71E-08,7.68E-08,4.20E-09,5,0.018752758,0.006237791,0.028304769,0.008338624,5,-0.005801019,-0.021454923,0.008903433,0.011349504,5,0.07849323,0.070791311,0.093391584,0.009178296,5,0.064548709,0.056847104,0.071282525,0.006179714,5,0.101384436,0.087226313,0.12165174,0.012623268,5,0.004153208,0.00295474,0.005322698,0.000983792,5,0,0,0,0,5,0.000309168,-0.000449033,0.001170664,0.000633556,5,1
PI18,*C(CCC*)(CC)C,98.189,4.675666667,128.6,-726039.1248,-10.87742582,3.022454836,0.075039687,-0.020152928,0.033662758,0.063965872,12.88196527,14.39878029,12.92969954,11.31741597,-0.000312923,-0.072095954,-0.20747963,300,1,atactic,47,10,995,4644.953,0.827575347,0.824450384,0.829623965,0.00247007,5,18.11387406,17.46158574,18.83366896,0.50323837,5,18.11978937,14.72871265,22.51746751,2.808904237,5,3.54E-13,2.54E-13,4.81E-13,1.15E-13,5,4383.910692,4228.82599,4473.995132,97.15234914,5,4280.294597,4164.558524,4357.680681,75.1707173,5,3.22E-10,2.94E-10,3.78E-10,3.31E-11,5,3127212765,2649268456,3397551315,293567986.5,5,3.15E-10,2.88E-10,3.66E-10,3.08E-11,5,3201671232,2733762593,3467522824,288577600,5,0.000301817,0.000234729,0.000377837,5.42E-05,5,0.000100606,7.82E-05,0.000125946,1.81E-05,5,1.021003701,1.018057221,1.024543166,0.002318378,5,2.152578009,2.146748436,2.159974594,0.005427852,5,0.03509224,0.022996687,0.050430721,0.010036405,5,1.459990507,1.457975977,1.461311544,0.001592573,5,0.255337725,0.244586146,0.264844948,0.007397223,5,7.04E-08,6.74E-08,7.32E-08,2.44E-09,5,0.011741863,0.006092796,0.018267776,0.004938003,5,0.004886449,0.003204539,0.006041557,0.001369405,5,0.077046343,0.069717253,0.081917342,0.004513532,5,0.063239475,0.053778816,0.070774228,0.006989841,5,0.096301413,0.088424377,0.10343504,0.007188478,5,0.002005151,-0.001371003,0.004326581,0.002179198,5,0,0,0,0,5,0.000117032,-0.000272014,0.001038722,0.000538674,5,1
PI19,*C(CCCCCCC*)C,126.243,4.675666667,162.568,-932580.6487,-10.7869671,3.035723667,0.052986765,0.023577483,0.023439621,-0.041258741,16.59892057,20.26733746,15.17118783,14.3582364,0.024895498,-0.226140856,-0.307698492,300,1,atactic,37,10,1007,4701.061,0.838285169,0.834632123,0.841247822,0.003007569,4,20.46167604,19.34746607,21.44297427,0.937916266,4,23.71371486,18.17684793,30.35517646,5.900713315,4,1.56E-12,1.12E-12,2.23E-12,5.17E-13,4,4839.385352,4397.828318,5508.48068,488.6711439,4,4427.334648,4265.830562,4641.384005,162.4039817,4,4.15E-10,3.36E-10,5.83E-10,1.16E-10,4,2534166723,1718310832,2973861059,585068142.8,4,3.76E-10,3.23E-10,4.91E-10,7.88E-11,4,2734915274,2039465526,3094238338,490651855.3,4,0.000671514,0.000351933,0.001182549,0.000368589,4,0.000223838,0.000117311,0.000394183,0.000122863,4,1.02774009,1.021770614,1.035481675,0.005744328,4,2.183088211,2.174823023,2.188822655,0.005912784,4,0.047379353,0.0286708,0.070324445,0.018878998,4,1.468109415,1.465735384,1.470035906,0.001955081,4,0.335492597,0.320178232,0.348121223,0.014527636,4,8.34E-08,6.96E-08,9.05E-08,9.46E-09,4,0.019904291,0.014618517,0.027259255,0.005332189,4,0.008703336,0.005852712,0.011110523,0.002240681,4,0.077614017,0.070119968,0.084332723,0.006705516,4,0.084690276,0.071905267,0.095974273,0.009883424,4,0.137610741,0.122484177,0.153266166,0.012586275,4,0.006661517,0.004130924,0.009443039,0.002193468,4,0,0,0,0,4,0.000308419,-1.53E-05,0.000604905,0.000258263,4,1
PI20,*C(C*)C1CC1,68.119,5.239923077,87.696,-516239.6675,-10.20816963,3.110868393,0.100486652,0.074938678,0.002434684,0.066901675,8.781908344,9.856708013,8.245282661,8.243734358,-0.112568885,-0.387028955,-0.309985968,300,1,atactic,76,10,996,5207.114,0.894720922,0.890223954,0.90104244,0.004953436,5,16.56057365,15.26177378,17.5578797,1.029022356,5,15.85735944,9.851108999,25.77278206,6.157956582,5,6.32E-13,2.78E-13,7.92E-13,2.12E-13,5,4111.184311,3913.268179,4344.43222,160.266967,5,3984.693072,3818.441504,4091.549317,112.0752888,5,4.26E-10,3.61E-10,5.49E-10,8.02E-11,5,2410150327,1824093506,2768528186,405726919.6,5,4.12E-10,3.53E-10,5.08E-10,6.93E-11,5,2481085867,1971848300,2832450494,388148598.2,5,0.000371071,0.000144745,0.000729503,0.000215489,5,0.00012369,4.82E-05,0.000243168,7.18E-05,5,1.042621428,1.040869384,1.045074048,0.001796208,5,2.273769698,2.263620517,2.285540409,0.010007283,5,0.023551953,0.015934122,0.034000087,0.009142551,5,1.493700097,1.490778861,1.497809881,0.00321929,5,0.241876535,0.224055241,0.256280921,0.015645972,5,6.58E-08,5.83E-08,6.95E-08,4.68E-09,5,0.008732976,0.002684381,0.013279077,0.004021373,5,0.01732917,0.010783715,0.024127491,0.004976456,5,0.068980104,0.058488114,0.078970003,0.008889811,5,0.059225299,0.053023959,0.070878965,0.007107503,5,0.085101722,0.076286915,0.091013963,0.005974502,5,0.001430721,-0.000140712,0.00259177,0.001208917,5,0,0,0,0,5,0.001076542,-1.79E-05,0.002312478,0.000836856,5,1
PI21,*C(C*)C1CCC1,82.146,5.134125,103.128,-619521.8014,-10.59217148,2.964684146,0.055803616,0.004455125,0.030055175,0.046806857,10.41857892,11.64242032,9.492695247,10.1206212,-0.017477756,0.147511534,-0.177695439,300,1,atactic,62,10,1000,5123.122,0.890516521,0.885670048,0.893382773,0.003043551,5,16.09859299,15.48114089,16.67474885,0.582598644,5,15.81224748,10.29046423,20.71718165,4.027092728,5,6.06E-13,4.29E-13,7.96E-13,1.52E-13,5,4151.097474,4050.734052,4262.931922,82.96605574,5,4022.895883,3944.335656,4174.557468,94.17862416,5,3.65E-10,3.13E-10,4.71E-10,6.29E-11,5,2798250965,2126261700,3193462794,417592834.9,5,3.54E-10,3.07E-10,4.53E-10,5.88E-11,5,2885327647,2208408109,3261080429,414609937.7,5,0.000370949,0.000286163,0.000467513,7.57E-05,5,0.00012365,9.54E-05,0.000155838,2.52E-05,5,1.013355087,1.012615982,1.01562953,0.001277475,5,2.208621508,2.199149332,2.214815779,0.006231981,5,0.027102124,0.020596362,0.033787936,0.005225258,5,1.481642147,1.478574714,1.483457782,0.001926831,5,0.225308463,0.21584046,0.232936746,0.006599444,5,6.10E-08,5.69E-08,6.35E-08,2.60E-09,5,0.012894047,0.007170369,0.017378538,0.004067834,5,0.011799323,0.007250057,0.016578945,0.003556654,5,0.069524499,0.067093558,0.07651457,0.003977068,5,0.045481431,0.033725499,0.054697996,0.008467242,5,0.084361319,0.078608041,0.094637099,0.006684099,5,0.001279208,8.38E-05,0.003990283,0.001569012,5,0,0,0,0,5,-3.14E-05,-9.69E-05,2.45E-05,4.92E-05,5,1
PI22,*C(C*)C1CCCC1,96.173,5.061736842,118.416,-722875.1024,-10.98031084,2.879741566,0.056456307,0.001858492,-0.032470461,-0.046146828,12.12214028,13.7619199,10.79397975,11.81052118,0.347266145,0.121608996,-0.2958803,300,1,atactic,52,10,996,5031.066,0.896070041,0.887926882,0.900990149,0.005251226,5,15.28079947,14.51881452,16.66747788,0.962241414,5,12.63728435,9.158840955,22.158983,5.379871476,5,4.94E-13,3.48E-13,7.35E-13,1.55E-13,5,4198.195815,4022.073697,4410.659608,160.7386042,5,4111.156225,3932.296374,4339.898187,162.5362104,5,3.30E-10,3.02E-10,3.67E-10,2.56E-11,5,3043772220,2731262690,3314920955,231506531.2,5,3.23E-10,2.95E-10,3.57E-10,2.44E-11,5,3107893032,2807531485,3386806581,231026356.5,5,0.000291416,0.000251497,0.00035469,3.92E-05,5,9.71E-05,8.38E-05,0.00011823,1.31E-05,5,1.006402354,1.005884007,1.007505851,0.000732137,5,2.201696428,2.186024591,2.211979608,0.010266553,5,0.027039511,0.022195391,0.033110942,0.00553532,5,1.481649535,1.476529913,1.484747035,0.003302947,5,0.231107263,0.216001854,0.244877498,0.011706593,5,6.16E-08,5.45E-08,6.80E-08,5.38E-09,5,0.006728094,0.003004494,0.010468513,0.002780554,5,0.004665576,-0.006643997,0.013142292,0.007604495,5,0.069494016,0.053841783,0.084089801,0.011266874,5,0.062038257,0.046639529,0.07908652,0.012450471,5,0.087084457,0.078992474,0.097732809,0.007246731,5,0.001118629,-0.001577521,0.003901116,0.002516697,5,0,0,0,0,5,-2.18E-05,-6.32E-05,1.80E-05,3.05E-05,5,1
PI23,*C(C*)CC1CCCC1,110.2,5.009090909,135.016,-826147.3046,-10.87443059,2.894875167,0.09598883,-0.023823224,0.0928819,-0.004388878,13.95759572,16.38213379,12.61655382,12.87409954,0.33234155,0.306174959,0.656215469,300,1,atactic,45,10,998,4989.07,0.89707436,0.893568155,0.900032949,0.002743035,5,15.23433651,14.71959599,16.06343351,0.534365925,5,13.14862156,11.10909312,14.82901038,1.361588339,5,5.15E-13,3.14E-13,8.63E-13,2.22E-13,5,4156.090264,4030.578424,4264.511412,108.6945019,5,4078.619649,3910.882535,4237.897611,135.885976,5,3.69E-10,2.77E-10,4.61E-10,8.35E-11,5,2825329841,2171044229,3609556678,632105027.7,5,3.63E-10,2.70E-10,4.54E-10,8.51E-11,5,2884036344,2204306574,3710106013,669410589.4,5,0.000275293,0.000180997,0.000331908,5.76E-05,5,9.18E-05,6.03E-05,0.000110636,1.92E-05,5,1.010399961,1.009132005,1.012341118,0.001241814,5,2.21570038,2.207834147,2.222563269,0.006011315,5,0.036023326,0.019751957,0.063843296,0.017434305,5,1.485024578,1.482802125,1.48690111,0.001739412,5,0.258406248,0.245154558,0.277993535,0.012857062,5,6.93E-08,6.55E-08,7.27E-08,2.81E-09,5,0.015352909,0.010733756,0.020084647,0.004499389,5,0.006809242,0.005652854,0.008925672,0.001277602,5,0.075275105,0.070025521,0.080035774,0.003865767,5,0.061111722,0.051322163,0.072038192,0.007589034,5,0.096148078,0.08446346,0.117385146,0.012509899,5,0.003664207,0.00079496,0.007408823,0.003202102,5,0,0,0,0,5,4.50E-05,-0.000128448,0.000290299,0.000191388,5,1
PI24,*C(C*)C1CCCCC1,110.2,5.009090909,134.52,-826173.1937,-10.47970418,2.991377208,0.045935317,-0.030729295,-0.013764777,0.031245714,13.87729998,15.74435425,13.57047544,12.31707026,0.059341565,-0.248103433,0.388685996,300,1,atactic,45,10,998,4989.07,0.852752091,0.844119948,0.860013841,0.006079361,5,15.42436826,14.28956606,16.16194578,0.691556793,5,14.40806376,11.30606775,16.22126339,2.382854641,5,4.30E-13,2.02E-13,8.71E-13,2.64E-13,5,4199.457496,4050.75802,4266.996475,88.9051698,5,4174.333877,3993.849979,4261.007145,113.3680627,5,4.27E-10,3.69E-10,5.82E-10,8.84E-11,5,2412054197,1730413090,2706486943,400274244.9,5,4.25E-10,3.65E-10,5.80E-10,8.91E-11,5,2427625278,1734231761,2742834669,407371112.9,5,0.000130214,-1.51E-05,0.000255706,0.000117762,5,4.34E-05,-5.03E-06,8.52E-05,3.93E-05,5,1.003064534,1.002735035,1.003222109,0.000195441,5,2.117667439,2.102330124,2.130681155,0.010784232,5,0.043375273,0.02687362,0.05524517,0.010779558,5,1.454163567,1.448849025,1.458642806,0.00374592,5,0.209246003,0.19877678,0.222290684,0.009149476,5,5.85E-08,5.48E-08,6.11E-08,2.98E-09,5,0.005264332,-0.000560638,0.008973854,0.003896666,5,-0.000543252,-0.007691663,0.005585436,0.005089906,5,0.054039721,0.040863967,0.067812147,0.010106758,5,0.067298432,0.058338048,0.079012201,0.00760326,5,0.079551794,0.072750112,0.086881587,0.006659188,5,0.003632646,0.002217225,0.004674582,0.000994278,5,0,0,0,0,5,2.33E-06,-4.31E-05,2.95E-05,2.98E-05,5,1
PI25,*C(C*)CC1CCCCC1,124.227,4.96908,150.984,-929445.4217,-10.40967116,3.01337447,0.106253568,-0.067500554,-0.063281434,-0.052239409,15.72201876,18.24038617,13.64457926,15.28109083,0.390679167,-0.770190964,-0.17819585,300,1,atactic,40,10,1008,4999.15,0.876520821,0.875041784,0.878634997,0.001717304,5,14.56179057,13.89745811,15.16660185,0.570652884,5,12.10336115,8.236664907,14.63934877,2.995694222,5,5.64E-13,3.43E-13,1.21E-12,3.68E-13,5,4260.94911,4090.055913,4474.847196,182.2905831,5,4223.491277,4034.360015,4473.519259,212.3989351,5,3.49E-10,3.09E-10,4.10E-10,4.08E-11,5,2896569303,2443030289,3242854642,326609020.3,5,3.46E-10,3.05E-10,4.09E-10,4.27E-11,5,2924871338,2446797121,3288127995,347747794.1,5,0.000165731,2.86E-05,0.000246406,1.00E-04,5,5.52E-05,9.52E-06,8.21E-05,3.33E-05,5,1.007604845,1.006918061,1.008508958,0.00063591,5,2.173289093,2.169870912,2.176885732,0.003007185,5,0.049382101,0.023980366,0.060783108,0.014790451,5,1.47162608,1.470698083,1.472952852,0.001077623,5,0.229332958,0.210036472,0.252148331,0.015390295,5,6.16E-08,5.36E-08,6.86E-08,5.69E-09,5,0.010203505,0.006400762,0.019415594,0.005275849,5,0.003537484,0.000705981,0.00779988,0.003189135,5,0.065899258,0.057359338,0.07780351,0.007989372,5,0.060477173,0.048420412,0.073477478,0.010425399,5,0.085653542,0.073486332,0.095270609,0.008582985,5,0.003562899,0.002759694,0.005092846,0.000985117,5,0,0,0,0,5,-9.03E-07,-0.000113557,9.58E-05,9.42E-05,5,1
PI26,*C(C*)Cc1ccccc1,118.179,6.219947368,133.48,-919925.1363,-9.024137276,1.920584032,0.2964109,0.283490384,-0.069931529,0.051011813,15.46323703,18.13121238,12.7500763,15.5084224,-2.2120792,-0.766555363,-1.056927616,300,1,atactic,52,10,996,6175.378,1.008541193,1.00573698,1.012689027,0.003665614,3,15.68836024,15.19936745,16.12446092,0.464809281,3,14.80317646,11.74065866,18.34729269,3.329542923,3,5.42E-13,1.79E-13,8.77E-13,3.50E-13,3,3473.43289,3442.370085,3525.730906,45.55718658,3,3400.799038,3356.615078,3446.5521,44.98903805,3,3.01E-10,2.83E-10,3.18E-10,1.74E-11,3,3331812645,3143388139,3528675584,192782284.5,3,2.95E-10,2.76E-10,3.11E-10,1.79E-11,3,3403524273,3215808704,3629192928,209289169.9,3,0.000266985,0.000208161,0.000302405,5.13E-05,3,8.90E-05,6.94E-05,0.000100802,1.71E-05,3,1.033550671,1.032037588,1.036201123,0.002303034,3,2.530531309,2.523153505,2.53825602,0.007557231,3,0.041891482,0.036464202,0.052699732,0.009360248,3,1.580182329,1.578207909,1.58310405,0.002581876,3,0.192462189,0.182038849,0.199521902,0.009214107,3,5.50E-08,5.13E-08,5.76E-08,3.31E-09,3,0.0100151,0.007441087,0.013990826,0.003492616,3,0.006602471,0.001693761,0.014325075,0.006769493,3,0.058311547,0.052366525,0.065305187,0.006532759,3,0.042969145,0.030710556,0.053822417,0.011619841,3,0.051975867,0.046241978,0.060648008,0.007639268,3,0.021970269,0.018484684,0.025093035,0.003319082,3,0.000208351,0.000124119,0.000291899,8.39E-05,3,0.000409439,-0.000500011,0.001518218,0.001023773,3,1
PI27,*C(C*)CCc1ccccc1,132.206,6.009363636,150.528,-1023197.598,-9.012433023,1.926149647,0.235269975,0.224355886,-0.069456452,-0.013863591,17.27577755,20.06827099,15.51261476,16.2464469,-2.028098769,0.663099191,1.428597534,300,1,atactic,45,10,998,5979.34,1.000097037,0.998047946,1.001906343,0.001644287,5,14.96591592,14.26069936,15.83713062,0.589105078,5,10.90776144,7.136085967,15.58188881,3.078419268,5,1.17E-12,7.60E-13,1.57E-12,3.26E-13,5,3675.827892,3492.745632,3865.673697,144.8610266,5,3552.159738,3403.938889,3679.90346,107.8505629,5,3.11E-10,2.76E-10,3.47E-10,3.15E-11,5,3247849786,2881908754,3618617989,324270972.7,5,3.00E-10,2.69E-10,3.34E-10,2.82E-11,5,3358216078,2991452201,3717587418,311262155.2,5,0.000355548,0.000296403,0.000457951,7.06E-05,5,0.000118516,9.88E-05,0.00015265,2.35E-05,5,1.035046789,1.033528116,1.036893105,0.001336163,5,2.510399305,2.50660024,2.513423783,0.002653974,5,0.043429221,0.025883603,0.059642581,0.014550439,5,1.573324969,1.571892268,1.574590563,0.001149982,5,0.213754837,0.20163603,0.226563857,0.01091454,5,5.82E-08,5.49E-08,6.14E-08,2.64E-09,5,0.010324176,0.006730979,0.01357812,0.002541611,5,0.015712245,0.00608486,0.031198998,0.011272961,5,0.069688974,0.057660184,0.083921355,0.011990682,5,0.033227556,0.021862546,0.051532649,0.011826016,5,0.062249073,0.056655721,0.066746937,0.003648685,5,0.022068075,0.018195363,0.026944195,0.003224411,5,0.000267085,0.000237033,0.000325061,3.62E-05,5,0.000217652,-0.000313568,0.000535556,0.000319429,5,1
PI28,*C(C*)C(c1ccccc1)C,132.206,6.009363636,150.088,-1023201.749,-9.030381601,1.92053854,0.241443924,-0.236506036,-0.033547278,-0.03513749,17.25139948,20.41733828,16.28769044,15.04916972,1.292190808,1.185728954,-1.2107002,300,1,atactic,45,10,998,5979.34,0.950614435,0.942977163,0.960479245,0.008118377,5,14.69572127,12.97724267,15.57292517,0.996251533,5,11.37730351,8.055874956,15.21646755,3.151736579,5,6.44E-13,3.83E-13,8.79E-13,1.98E-13,5,3552.339229,3442.743569,3685.75673,106.3697841,5,3484.611628,3406.456467,3631.565522,96.72605634,5,4.85E-10,4.18E-10,5.58E-10,5.95E-11,5,2087252798,1791526581,2394924596,251939547.1,5,4.75E-10,4.13E-10,5.32E-10,5.32E-11,5,2125713423,1879990338,2420839750,236353188.2,5,0.000308493,0.000225424,0.000551144,0.000137301,5,0.000102831,7.51E-05,0.000183715,4.58E-05,5,1.033312833,1.031139467,1.036434474,0.002209103,5,2.399595153,2.38387325,2.419443023,0.015820905,5,0.041678446,0.03003751,0.058884698,0.012329079,5,1.53826458,1.533072925,1.544979571,0.005522874,5,0.185319288,0.174462578,0.1979556,0.010465866,5,5.48E-08,5.36E-08,5.67E-08,1.34E-09,5,0.008340046,0.004646998,0.012450038,0.003022592,5,0.016562941,0.001049905,0.028384734,0.012805193,5,0.060909699,0.037409297,0.085477028,0.021197784,5,0.031478112,0.013974533,0.056028164,0.019447386,5,0.050063531,0.036922528,0.060588608,0.008970228,5,0.017673874,0.012946701,0.021448951,0.003507737,5,0.000196534,0.000150617,0.000228226,2.85E-05,5,9.46E-05,-0.000719786,0.000862892,0.000616248,5,1
PI29,*C1CC(CC1)C*,82.146,5.134125,101.728,-619602.9306,-11.05953699,2.858903677,0.084773416,-0.013534391,0.009896115,-0.083098852,10.36924775,11.48436509,10.3148965,9.308481669,0.040491656,-0.120644743,0.270873096,300,1,atactic,62,10,1000,5123.122,0.930004498,0.925770655,0.934186835,0.003312301,5,24.21058686,21.96515832,26.4476047,2.088667231,5,34.46459058,27.34750884,44.14234741,6.896275867,5,6.97E-13,5.16E-13,8.36E-13,1.34E-13,5,4155.611242,4037.556883,4323.933014,124.664493,5,4035.111168,3934.570304,4155.909023,84.90277754,5,2.81E-10,2.36E-10,3.48E-10,4.55E-11,5,3629336490,2875573286,4237801548,560784136.4,5,2.73E-10,2.31E-10,3.28E-10,4.05E-11,5,3732456453,3052726955,4335037636,544687143.1,5,0.000315175,0.000213825,0.000520465,0.000119042,5,0.000105058,7.13E-05,0.000173488,3.97E-05,5,1.021279887,1.020509942,1.022522859,0.000751057,5,2.283450547,2.275137864,2.290752376,0.006221466,5,0.047572782,0.034019625,0.073715957,0.016459825,5,1.504050217,1.501337789,1.50673237,0.002123067,5,0.316659421,0.271860899,0.343084006,0.03074276,5,8.21E-08,6.76E-08,9.12E-08,9.65E-09,5,0.017591229,0.005481929,0.034208985,0.011008378,5,0.009556596,0.004117856,0.01810868,0.00557978,5,0.076028938,0.070052312,0.085073008,0.006120572,5,0.084955109,0.076519414,0.091929867,0.007143317,5,0.127925152,0.104031828,0.157256279,0.023290781,5,0.000538692,-0.003222583,0.002530622,0.00244246,5,0,0,0,0,5,6.37E-05,-5.25E-05,0.000140901,8.24E-05,5,1
PI30,*C(C*)CCCCCC,112.216,4.675666667,145.56,-829310.1934,-10.78481242,3.022469688,2.14E-05,-4.21E-06,2.07E-05,-3.14E-06,14.81317776,18.22929533,12.78887434,13.42136362,0.429331658,0.162997519,-0.331799967,300,1,atactic,41,10,992,4630.926,0.829569461,0.828466438,0.830383667,0.000698497,5,14.80442202,14.03955024,15.88733289,0.752675095,5,11.97341728,9.334611377,14.6128626,2.251184431,5,8.57E-13,6.92E-13,9.59E-13,1.13E-13,5,4577.797022,4431.432463,4723.705067,107.5168398,5,4378.723064,4232.370251,4463.46763,90.205298,5,4.58E-10,4.19E-10,5.27E-10,4.08E-11,5,2197677004,1897659974,2385112685,181213208.1,5,4.38E-10,4.08E-10,5.07E-10,3.93E-11,5,2297328266,1973639584,2451494891,186558696.3,5,0.000496952,0.000379494,0.000610073,8.17E-05,5,0.000165651,0.000126498,0.000203358,2.72E-05,5,1.011569888,1.010719711,1.01267909,0.000703349,5,2.156587592,2.154354222,2.159249775,0.001810441,5,0.040339825,0.033728828,0.051462261,0.0074332,5,1.464587839,1.463869837,1.465117977,0.000454718,5,0.285305157,0.266719461,0.309695491,0.017918588,5,7.51E-08,7.07E-08,8.00E-08,4.41E-09,5,0.019033588,0.014751886,0.023213298,0.003839285,5,0.008216799,0.007286201,0.009691265,0.000963423,5,0.079617518,0.071796398,0.091086129,0.007726982,5,0.068791379,0.059840287,0.089204554,0.011851358,5,0.104066027,0.086155013,0.120574239,0.01578084,5,0.005534022,0.002748867,0.009302142,0.002408699,5,0,0,0,0,5,4.58E-05,-1.53E-05,0.000137946,7.24E-05,5,1
PI31,*C(C*)CCCCCCCCCC,168.324,4.675666667,212.944,-1242396.019,-10.74220376,2.989454788,0.061630874,-0.050278047,-0.033186239,-0.013006005,21.94388232,25.1362421,21.90126324,18.79414162,0.319914996,0.539384363,0.67856999,300,1,atactic,28,10,1016,4743.142,0.831539982,0.830281845,0.832620222,0.001023901,4,14.09923321,13.85808201,14.33347722,0.214632113,4,9.896526534,8.929721379,11.26790249,1.064433585,4,1.31E-12,1.11E-12,1.53E-12,1.79E-13,4,4584.116743,4480.041442,4702.524119,107.5888235,4,4372.628506,4297.061804,4459.117357,72.00554186,4,4.28E-10,4.10E-10,4.78E-10,3.34E-11,4,2347855392,2092191702,2441464430,170551296.6,4,4.08E-10,3.88E-10,4.53E-10,3.03E-11,4,2460656495,2206386736,2577785068,171054917.2,4,0.000499341,0.000445707,0.000566656,5.77E-05,4,0.000166447,0.000148569,0.000188885,1.92E-05,4,1.011496696,1.010980178,1.012018416,0.000448083,4,2.140644109,2.137776822,2.142838745,0.002136413,4,0.059637295,0.032848717,0.090060846,0.028413748,4,1.45915972,1.458354087,1.459851598,0.000655709,4,0.342728736,0.329525944,0.355898903,0.012881198,4,8.99E-08,8.83E-08,9.12E-08,1.39E-09,4,0.018621361,0.006999267,0.032460454,0.010537426,4,0.008574042,0.004406078,0.013445222,0.003784824,4,0.082637288,0.075261279,0.092471996,0.008077248,4,0.096394814,0.071135419,0.111784029,0.017815158,4,0.128337305,0.124641153,0.132194489,0.003241579,4,0.008044848,1.29E-05,0.015138958,0.006515475,4,0,0,0,0,4,0.000119077,2.17E-05,0.000290897,0.000119407,4,1
